bird_id,bird_reference,bird_reference_2019,bird_euring,bird_bto,bird_shorthand,bird_scheme,bird_ring_number,bird_name,bird_sex,bird_birth_year,bird_date_begin,bird_date_end,bird_rings_changed,bird_age_ringing,bird_ring_position,bird_ring_direction,bird_notes
,9597,,05920,,BW(HSO.G),BLB,H...908105,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9598,,05920,,BW(HSO.K),BLB,H...908211,,U,,2019-08-05T00:00:00Z,,2,3,RB,U,
,9599,,05920,,BW(HSO.V),BLB,H...908102,,U,,2019-07-29T00:00:00Z,2019-10-10T00:00:00Z,2,3,RB,U,
,9600,,05920,,BW(HT.OB),BLB,H...908923,,U,,2019-08-05T00:00:00Z,,2,3,RB,U,
,9601,,05920,,BW(HT.OJ),BLB,H...908860,,U,,2019-08-05T00:00:00Z,,2,3,RB,U,
,9602,,05910,,BW(HT.OM),BLB,L...929597,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9603,,05910,,BW(HT.OR),BLB,L...929629,,U,,2019-08-05T00:00:00Z,,2,3,RB,U,
,9604,,05910,,BW(HTO.C),BLB,L...929612,,U,,2019-08-05T00:00:00Z,,2,3,RB,U,
,9605,,05910,,BW(HTO.G),BLB,L...929668,,U,,2019-08-05T00:00:00Z,,2,3,RB,U,
,9606,,05920,,BW(HTO.K),BLB,H...908221,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9607,,05910,,BW(HTO.S),BLB,L...929615,,U,,2019-08-05T00:00:00Z,,2,3,RB,U,
,9608,,05920,,BW(HU.OF),BLB,H...908107,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9609,,05910,,BW(HU.OM),BLB,L...929656,,U,,2019-08-05T00:00:00Z,,2,1,RB,U,
,9610,,05920,,BW(HU.OR),BLB,H...908096,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9611,,05920,,BW(HU.OU),BLB,H...908233,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9612,,05910,,BW(HUO.C),BLB,L...929514,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9613,,05920,,BW(HUO.K),BLB,H...908218,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9614,,05920,,BW(HUO.N),BLB,H...908851,,U,,2019-08-05T00:00:00Z,,2,3,RB,U,
,9615,,05910,,BW(ACBA),BLB,L...929696,,U,,2019-08-05T00:00:00Z,2019-08-15T00:00:00Z,2,3,,,virtual_color_ring.
,9616,,05920,,BW(HV.OB),BLB,H...908880,,U,,2019-08-05T00:00:00Z,,2,3,RB,U,
,9617,,05920,,BW(HV.OF),BLB,H...908230,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9618,,05920,,BW(HV.OJ),BLB,H...908865,,U,,2019-08-05T00:00:00Z,,2,3,RB,U,
,9619,,05920,,BW(HV.OR),BLB,H...908223,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9620,,05910,,BW(HVO.C),BLB,L...929520,,U,,2019-08-05T00:00:00Z,,2,3,RB,U,
,9621,,05910,,BW(HVO.G),BLB,L...929638,,U,,2019-08-05T00:00:00Z,,2,A,RB,U,
,9622,,05920,,BW(HW.OR),BLB,H...908217,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9623,,05910,,BW(HWO.C),BLB,L...929593,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9624,,05920,,BW(HWO.G),BLB,H...908097,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9625,,05920,,BW(HWO.K),BLB,H...908103,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9626,,05910,,BW(HWO.N),BLB,L...929680,,U,,2019-08-05T00:00:00Z,,2,3,RB,U,
,9627,,05920,,BW(HWO.S),BLB,H...908205,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9628,,05910,,BW(HZ.OJ),BLB,L...929619,,U,,2019-08-05T00:00:00Z,,2,1,RB,U,
,9629,,05920,,BW(HZ.OM),BLB,H...908859,,U,,2019-08-05T00:00:00Z,,2,3,RB,U,
,9630,,05920,,BW(HZ.OU),BLB,H...908977,,U,,2019-08-05T00:00:00Z,,2,3,RB,U,
,9631,,05910,,BW(HZO.G),BLB,L...929671,,U,,2019-08-05T00:00:00Z,,2,1,RB,U,
,9632,,05920,,BW(HZO.N),BLB,H...908239,,U,,2019-07-29T00:00:00Z,,2,3,RB,U,
,9633,,05910,,BW(HZO.S),BLB,L...929679,,U,,2019-08-15T00:00:00Z,,2,3,RB,U,
,9634,,05910,,BW(HZO.V),BLB,L...929687,,U,,2019-08-05T00:00:00Z,,2,1,RB,U,
,9635,,05910,,BW(GKO.N),BLB,L...926353,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9636,,05910,,BW(G.KOP),BLB,L...926362,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9637,,05910,,BW(GK.OR),BLB,L...926359,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9638,,05910,,BW(GKO.S),BLB,L...926365,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9639,,05910,,BW(G.KOT),BLB,L...926361,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9640,,05910,,BW(GK.OU),BLB,L...926370,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9641,,05920,,BW(ACBD),BLB,H...908244,,U,,2019-08-05T00:00:00Z,2019-08-07T00:00:00Z,2,3,,,virtual_color_ring.
,9642,,05920,,BW(P.NAW),BLB,H...904805,,U,,2016-08-15T00:00:00Z,,2,3,RB,,
,9643,,05910,,BW(GKO.V),BLB,L...926363,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9644,,05910,,BW(G.KOZ),BLB,L...926358,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9645,,05910,,BW(G.TOA),BLB,L...926192,,U,,2019-06-26T00:00:00Z,,2,1,RB,U,
,9646,,05920,,BW(GTO.C),BLB,H...908175,,U,,2019-06-26T00:00:00Z,,2,1,RB,U,
,9647,,05910,,BW(GT.OF),BLB,L...926194,,U,,2019-06-26T00:00:00Z,,2,1,RB,D,
,9648,,05920,,BW(GTO.G),BLB,H...908074,,U,,2019-07-10T00:00:00Z,,2,1,RB,U,
,9649,,05910,,BW(GT.OJ),BLB,L...926188,,U,,2019-06-26T00:00:00Z,,2,1,RB,U,
,9650,,05920,,,BLB,H...908170,,U,,2019-06-21T00:00:00Z,2019-06-24T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,9650,,05920,,BW(G.TOP),BLB,H...908170,,U,,2019-06-24T00:00:00Z,,1,1,RB,U,
,9651,,05910,,BW(GTO.S),BLB,L...926189,,U,,2019-06-26T00:00:00Z,,2,1,RB,U,
,9652,,05910,,BW(G.TOW),BLB,L...926193,,U,,2019-06-26T00:00:00Z,,2,1,RB,U,
,9653,,05910,,BW(GUO.G),BLB,L...929719,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9654,,05910,,BW(GU.OJ),BLB,L...929704,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9655,,05910,,BW(GUO.K),BLB,L...929703,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9656,,05910,,BW(GUO.N),BLB,L...929715,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9657,,05910,,BW(GUO.S),BLB,L...929717,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9658,,05910,,BW(GU.OU),BLB,L...929718,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9659,,05910,,BW(GUO.V),BLB,L...929714,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9660,,05910,,BW(G.UOZ),BLB,L...929716,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9661,,05910,,BW(G.VOA),BLB,L...926385,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9662,,05910,,BW(GVO.C),BLB,L...926388,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9663,,05910,,BW(G.VOD),BLB,L...926383,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9664,,05910,,BW(GV.OM),BLB,L...926384,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9665,,05910,,BW(G.VOP),BLB,L...926375,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9666,,05910,,BW(GV.OR),BLB,L...926305,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9667,,05910,,BW(GV.OS),BLB,L...926386,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9668,,05910,,BW(GV.OU),BLB,L...926382,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9669,,05910,,BW(G.VOW),BLB,L...926381,,U,,2019-07-08T00:00:00Z,2019-09-03T00:00:00Z,2,1,RB,U,
,9670,,05910,,BW(HBO.C),BLB,L...929722,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9671,,05920,,BW(HB.OF),BLB,H...908091,,U,,2019-07-15T00:00:00Z,,2,1,LB,U,
,9672,,05920,,BW(H.COH),BLB,H...908086,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9673,,05920,,BW(HD.OF),BLB,H...908088,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9674,,05920,,BW(HDO.K),BLB,H...908071,,U,,2019-07-10T00:00:00Z,,2,1,RB,U,
,9675,,05920,,BW(HFO.N),BLB,H...908089,,U,,2019-07-15T00:00:00Z,,2,1,,,
,9676,,05920,,BW(HG.OU),BLB,H...907647,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9677,,05920,,BW(H.HOP),BLB,H...908084,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9678,,05920,,BW(HJ.OJ),BLB,H...907649,,U,,2019-07-08T00:00:00Z,,2,1,RB,U,
,9679,,05910,,BW(HKO.C),BLB,L...929723,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9680,,05920,,BW(HN.OA),BLB,H...908198,,U,,2019-07-05T00:00:00Z,,2,1,RB,U,
,9681,,05910,,BW(HRO.C),BLB,L...929721,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9682,,05920,,BW(HW.OB),BLB,H...908087,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9683,,05920,,BW(H.ZOA),BLB,H...908090,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9684,,05920,,BW(PVA.S),BLB,H...908177,,U,,2019-06-26T00:00:00Z,,2,1,RB,U,
,9685,,05910,,BW(GR.OJ),BLB,L...926155,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9686,,05910,,BW(GC.OB),BLB,L...926124,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9687,,05910,,BW(G.ROL),BLB,L...926159,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9688,,05910,,BW(G.LOD),BLB,L...926151,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9689,,05910,,BW(G.ROW),BLB,L...926173,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9690,,05910,,BW(G.ROP),BLB,L...926161,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9691,,05910,,BW(G.ROT),BLB,L...926158,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9692,,05910,,BW(GL.OB),BLB,L...926142,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9693,,05910,,BW(G.POT),BLB,L...926101,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9694,,05910,,BW(GP.OU),BLB,L...926119,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9695,,05920,,BW(HLO.S),BLB,H...908092,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9696,,05910,,BW(G.UOW),BLB,L...929706,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9697,,05910,,BW(G.UOL),BLB,L...929707,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9698,,05910,,BW(G.UOT),BLB,L...929708,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9699,,05910,,BW(G.UOP),BLB,L...929709,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9700,,05910,,BW(GU.OR),BLB,L...929710,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9701,,05910,,BW(GU.OM),BLB,L...929712,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9702,,05920,,BW(H.DOW),BLB,H...908093,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9703,,05910,,BW(G.UOA),BLB,L...929713,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9704,,05910,,BW(G.DOW),BLB,L...926313,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9705,,05910,,BW(GG.OU),BLB,L...926314,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9706,,05920,,BW(HH.OJ),BLB,L...926313,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9707,,05910,,BW(G.GOT),BLB,L...926315,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9708,,05910,,BW(G.GOA),BLB,L...926316,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9709,,05910,,BW(G.GOH),BLB,L...926317,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9710,,05910,,BW(GG.OJ),BLB,L...926318,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9711,,05910,,BW(GGO.N),BLB,L...926319,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9712,,05910,,BW(G.GOW),BLB,L...926320,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9713,,05910,,BW(GGO.K),BLB,L...926321,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9714,,05920,,BW(H.MOF),BLB,H...908065,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9715,,05920,,BW(HVO.V),BLB,H...908067,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9716,,05910,,BW(G.BOL),BLB,L...926301,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9717,,05910,,BW(G.BOZ),BLB,L...926303,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9718,,05920,,BW(H.GOZ),BLB,H...908188,,U,,2019-06-28T00:00:00Z,,2,1,RB,U,
,9719,,05920,,BW(H.TOL),BLB,H...908189,,U,,2019-06-28T00:00:00Z,,2,1,RB,U,
,9720,,05920,,BW(HC.OM),BLB,H...908184,,U,,2019-06-28T00:00:00Z,,2,1,RB,U,
,9721,,05920,,BW(H.BOG),BLB,H...908192,,U,,2019-06-28T00:00:00Z,,2,1,RB,U,
,9722,,05910,,BW(GW.OB),BLB,L...929734,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9723,,05910,,BW(GW.OM),BLB,L...929735,,U,,2019-07-15T00:00:00Z,,2,1,RB,U,
,9724,,05920,,BW(F.LOH),BLB,H...907643,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9725,,05910,,BW(G.BOP),BLB,L...926398,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9726,,05920,,BW(HG.OB),BLB,H...908190,,U,,2019-06-28T00:00:00Z,,2,1,RB,U,
,9727,,05910,,BW(G.VOT),BLB,L...926128,,U,,2019-06-28T00:00:00Z,,2,1,RB,U,
,9728,,05920,,BW(H.MOT),BLB,H...908191,,U,,2019-06-28T00:00:00Z,,2,1,RB,U,
,9729,,05910,,BW(GT.OM),BLB,L...926131,,U,,2019-06-28T00:00:00Z,,2,1,RB,U,
,9730,,05910,,BW(G.TOT),BLB,L...926132,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9731,,05910,,BW(GT.OU),BLB,L...926133,,U,,2019-06-28T00:00:00Z,,2,1,RB,U,
,9732,,05920,,BW(HHO.S),BLB,H...908195,,U,,2019-06-28T00:00:00Z,,2,1,RB,D,
,9733,,05920,,BW(C.LAA),BLB,H...908172,,U,,2019-06-26T00:00:00Z,,2,1,RB,U,
,9734,,05920,,BW(PWA.D),BLB,H...908173,,U,,2019-06-26T00:00:00Z,,2,1,RB,U,
,9735,,05910,,BW(D.KOT),BLB,L...926182,,U,,2019-06-26T00:00:00Z,,2,1,RB,U,
,9736,,05910,,BW(G.TOZ),BLB,L...926183,,U,,2019-06-26T00:00:00Z,,2,1,RB,U,
,9737,,05910,,BW(GTO.V),BLB,L...926184,,U,,2019-06-26T00:00:00Z,,2,1,RB,U,
,9738,,05910,,BW(G.TOH),BLB,L...926186,,U,,2019-06-26T00:00:00Z,,2,1,RB,U,
,9739,,05920,,BW(HV.OM),BLB,H...909959,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9740,,05920,,BW(H.KOP),BLB,H...909960,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9741,,05920,,BW(H.POH),BLB,H...909740,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9742,,05920,,BW(HZ.OR),BLB,H...909961,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9743,,05920,,BW(HC.OJ),BLB,H...909962,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9744,,05920,,BW(HW.OF),BLB,H...909964,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9745,,05920,,BW(HCO.K),BLB,H...909966,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9746,,05920,,BW(HN.OC),BLB,H...909967,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9747,,05920,,BW(H.UOD),BLB,H...909968,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9748,,05920,,BW(H.FOZ),BLB,H...909969,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9749,,05910,,BW(G.FOZ),BLB,L...918839,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9750,,05910,,BW(GF.OJ),BLB,L...918840,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9751,,05910,,BW(GF.OM),BLB,L...918841,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9752,,05920,,BW(HBO.K),BLB,H...909970,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9753,,05910,,BW(G.FOD),BLB,L...918842,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9754,,05910,,BW(GFO.K),BLB,L...918843,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9755,,05920,,BW(HJ.OR),BLB,H...909971,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9756,,05920,,BW(HZ.OB),BLB,H...909972,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9757,,05920,,BW(H.JOZ),BLB,H...909973,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9758,,05920,,BW(HZO.C),BLB,H...909974,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9759,,05920,,BW(H.POP),BLB,H...909975,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9760,,05920,,BW(HJO.K),BLB,H...909976,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9761,,05920,,BW(H.AOZ),BLB,H...909977,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9762,,05910,,BW(G.FOA),BLB,L...918844,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9763,,05920,,BW(HN.OR),BLB,H...909978,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9764,,05910,,BW(GF.OF),BLB,L...918845,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9765,,05910,,BW(G.FOW),BLB,L...918846,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9766,,05920,,BW(HN.OH),BLB,H...909979,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9767,,05920,,BW(H.HOA),BLB,H...909980,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9768,,05920,,BW(HN.OD),BLB,H...909981,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9769,,05910,,BW(G.FOL),BLB,L...918847,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9770,,05920,,BW(H.LOA),BLB,H...909982,,U,,2019-07-24T00:00:00Z,,2,5,RB,U,
,9771,,05920,,BW(HWO.V),BLB,H...909983,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9772,,05920,,BW(H.LOW),BLB,H...909984,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9773,,05920,,BW(HF.OU),BLB,H...909985,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9774,,05920,,BW(H.VOL),BLB,H...909986,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9775,,05920,,BW(HJ.OM),BLB,H...909987,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9776,,05910,,BW(GFO.V),BLB,L...918849,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9777,,05910,,BW(G.VOZ),BLB,L...926135,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9778,,05910,,BW(GFO.C),BLB,L...918850,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9779,,05920,,BW(H.UOW),BLB,H...909988,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9780,,05920,,BW(HT.OU),BLB,H...909989,,U,,2019-07-24T00:00:00Z,,2,1,RB,U,
,9781,,05920,,BW(H.COW),BLB,H...909990,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9782,,05920,,BW(HJO.S),BLB,H...909991,,U,,2019-07-24T00:00:00Z,,2,1,RB,U,
,9783,,05910,,BW(GFO.N),BLB,L...920151,,U,,2019-07-24T00:00:00Z,,2,1,RB,U,
,9784,,05920,,BW(HU.OJ),BLB,H...909992,,U,,2019-07-24T00:00:00Z,,2,1,RB,U,
,9785,,05920,,BW(HK.OF),BLB,H...909993,,U,,2019-07-24T00:00:00Z,,2,1,RB,U,
,9786,,05920,,BW(HLO.C),BLB,H...909994,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9787,,05920,,BW(H.HOT),BLB,H...909995,,U,,2019-07-24T00:00:00Z,,2,1,RB,U,
,9788,,05910,,BW(G.LOT),BLB,L...926136,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9789,,05910,,BW(GF.OR),BLB,L...920153,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9790,,05920,,BW(H.KOW),BLB,H...909997,,U,,2019-07-24T00:00:00Z,,2,1,RB,U,
,9791,,05920,,BW(H.BOH),BLB,H...909998,,U,,2019-07-24T00:00:00Z,,2,1,RB,U,
,9792,,05920,,BW(H.FOA),BLB,H...909999,,U,,2019-07-24T00:00:00Z,,2,1,RB,U,
,9793,,05920,,BW(HGO.N),BLB,H...910000,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9794,,05920,,BW(H.MOV),BLB,H...909751,,U,,2019-07-24T00:00:00Z,,2,1,RB,U,
,9795,,05920,,BW(HLO.V),BLB,H...909752,,U,,2019-07-24T00:00:00Z,,2,1,RB,U,
,9796,,05920,,BW(HHO.K),BLB,H...909753,,U,,2019-07-24T00:00:00Z,,2,1,RB,U,
,9797,,05920,,BW(HD.OU),BLB,H...909754,,U,,2019-07-24T00:00:00Z,,2,1,RB,U,
,9798,,05920,,BW(H.AOA),BLB,H...909996,,U,,2019-07-24T00:00:00Z,,2,1,RB,U,
,9799,,05920,,BW(HUO.G),BLB,H...909965,,U,,2019-07-24T00:00:00Z,,2,3,RB,U,
,9800,,05920,,BW(H.UOZ),BLB,H...907644,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9801,,05920,,BW(HHO.N),BLB,H...908066,,U,,2019-07-12T00:00:00Z,,2,1,RB,U,
,9802,,05920,,BW(ABBK),BLB,H...908248,,U,,2019-07-29T00:00:00Z,2019-08-01T00:00:00Z,2,3,,,virtual_color_ring.
,9803,,05910,,BW(ABBM),BLB,L...926396,,U,,2019-07-08T00:00:00Z,2019-07-15T00:00:00Z,2,1,,,virtual_color_ring.
,9804,,05910,,BW(G.ROZ),BLB,L...926171,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9805,,05910,,BW(GTO.N),BLB,L...926328,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9806,,05910,,BW(GLO.G),BLB,L...926146,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9807,,05910,,BW(G.BOD),BLB,L...926121,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9808,,05910,,BW(G.LOP),BLB,L...926145,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9809,,05920,,BW(H.LOZ),BLB,H...125020,,U,,2019-09-09T00:00:00Z,,2,A,RB,U,
,9810,,05920,,BW(HV.OU),BLB,H...908197,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9811,,05920,,BW(H.VOZ),BLB,H...908196,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9812,,05910,,BW(GRO.C),BLB,L...926160,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9813,,05910,,BW(GRO.K),BLB,L...926163,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9814,,05910,,BW(GRO.N),BLB,L...926169,,U,,2019-07-01T00:00:00Z,,2,1,RB,U,
,9815,,05920,,BW(H.WOP),BLB,H...908826,,U,,2019-09-09T00:00:00Z,,2,9,RB,U,
,9816,,05920,,BW(H.MOR),BLB,H...908822,,U,,2019-09-09T00:00:00Z,,2,B,RB,U,
,9817,,05920,,BW(H.UOH),BLB,H...908811,,U,,2019-09-09T00:00:00Z,,2,A,RB,U,
,9818,,05910,,BW(H.BOP),BLB,L...930005,,U,,2019-09-09T00:00:00Z,,2,3,RB,U,
,9819,,05920,,BW(HUO.V),BLB,H...908812,,U,,2019-09-09T00:00:00Z,,2,3,RB,U,
,9820,,05920,,BW(HAO.S),BLB,H...908808,,U,,2019-09-09T00:00:00Z,,2,3,RB,U,
,9821,,05910,,BW(ABBP),BLB,L...929551,,U,,2019-07-29T00:00:00Z,2019-08-07T00:00:00Z,2,3,,,virtual_color_ring.
,9822,,05910,,BW(ABBR),BLB,L...929765,,U,,2019-07-29T00:00:00Z,2019-08-09T00:00:00Z,2,3,,,virtual_color_ring.
,9823,,05920,,BW(ABBS),BLB,H...908942,,U,,2019-08-05T00:00:00Z,2019-08-07T00:00:00Z,2,3,,,virtual_color_ring.
,9824,,05920,,BW(ACBE),BLB,H...908983,,U,,2019-08-05T00:00:00Z,2019-08-07T00:00:00Z,2,3,,,virtual_color_ring.
,9825,,05910,,BW(ACBI),BLB,L...929777,,U,,2019-07-29T00:00:00Z,2019-07-30T00:00:00Z,2,3,RB,,virtual_color_ring.
,9826,,05910,,BW(ACBJ),BLB,L...926360,,U,,2019-07-08T00:00:00Z,2019-07-15T00:00:00Z,2,1,RB,,virtual_color_ring.
,9827,,04560,,WN(EAXV),BLB,E...928840,,U,,2019-06-28T00:00:00Z,,2,1,LB,U,
,9828,,05910,,BW(ACBK),BLB,L...929790,,U,,2019-07-29T00:00:00Z,2019-07-31T00:00:00Z,2,1,,,virtual_color_ring.
,9829,,05910,,BW(ACBL),BLB,L...929791,,U,,2019-07-29T00:00:00Z,2019-08-01T00:00:00Z,2,3,RB,,virtual_color_ring.
,9830,,05910,,BW(ACBO),BLB,L...926120,,U,,2019-07-01T00:00:00Z,2019-07-15T00:00:00Z,2,1,RB,,virtual_color_ring.
,9831,,05910,,BW(ACBP),BLB,L...929738,,U,,2019-07-29T00:00:00Z,2019-08-02T00:00:00Z,2,3,RB,,virtual_color_ring.
